Index	text	level
728	De vader van Fayrouz (9) uit Egypte zat meer dan een jaar in de gevangenis. Nu wonen ze voor hun veiligheid in Qatar. Wat had je vader gedaan? “Ik weet het niet precies, maar hij is journalist en deed gewoon zijn werk voor een buitenlandse nieuwszender. Ik was toen nog heel jong, het is vijf jaar geleden en we praatten er toen niet echt over. Ik kan me nog wel herinneren dat we op bezoek gingen in de gevangenis. Mijn oma nam dan allemaal lekkere dingen mee zodat we samen konden eten. En ik weet ook nog dat hij in een kooi zat tijdens de rechtszaak tegen hem. Daar werd ik heel boos van. Ik miste mijn vader heel erg en ik vond dat hij gewoon bij ons thuis moest zijn.” Ben je nog steeds bang? “Mijn vader is nog steeds journalist, maar niet meer in Egypte. Toen hij vrijkwam, zijn we naar Qatar verhuist. Dat was veiliger voor ons. Maar als hij nu bijvoorbeeld voor zijn werk een paar dagen weg moet, dan maak ik me zeker wel zorgen. Ik ben bang dat hij weer wordt opgepakt. Soms ga ik hem spammen met berichtjes waarin ik vraag wat hij aan het doen is en wanneer hij terugkomt. Als hij reageert, voel ik me iets beter.”	A2+
729	Ik blik elk jaar terug op het afgelopen jaar. Ook nu wil ik dat doen. 2020 was uiteraard een bijzonder jaar. Op het persoonlijke vlak is bijzonder weinig gebeurd. Daarom beperk ik mij tot hoe het mij in 2020 zakelijk is vergaan. Met ingang van 1 januari 2020 ben ik weer voor 20 uur per week in dienst bij de Open Universiteit. Ik heb me daar het afgelopen jaar beziggehouden met het ontwikkelen en uitvoeren van korte programma’s op het gebied van big data en statistiek, innovatie van het onderwijs (een online tweedaagse en een programma van 140 uur), blended learning als onderwijsinnovatie, het ontwikkelen en verzorgen van online en blended learning. Verder heb ik meegewerkt aan de DDGuide, aan een project rond learning analytics en AI, aan de voorbereiding van een selectietraject voor een nieuwe digitale leeromgeving en heb ik me bezighouden met technologie scouting. Vanuit WilfredRubens.com heb ik verschillende opdrachten uitgevoerd: Ik heb tot 1 maart bij de faculteit Techniek van de Hogeschool van Amsterdam gewerkt als kwartiermaker blended learning. Vanaf begin maart 2020 zijn diverse bijeenkomsten, waar ik een presentatie of workshop zou verzorgen, afgezegd. Ik heb het afgelopen jaar daarom maar drie face-to-face presentaties verzorgd.	B2
730	Milieu en klimaatverandering De Europese Unie (EU) kent een van de hoogste normen voor milieubescherming ter wereld, die in de afgelopen decennia zijn ontwikkeld. Milieubeleid helpt de economie van de EU milieuvriendelijker te worden, de natuurlijke hulpbronnen van Europa te beschermen en de gezondheid en het welzijn van mensen in de EU te waarborgen. Milieukwaliteit is cruciaal voor onze gezondheid, onze economie en ons welzijn. De EU staat echter voor diverse serieuze uitdagingen, niet in de laatste plaats die van klimaatverandering, niet-duurzame consumptie en productie, alsook verschillende vormen van vervuiling. EU-milieubeleid en -wetgeving beschermen natuurlijke habitats, houden lucht en water schoon, zorgen voor een doeltreffende afvalverwerking, verbeteren de kennis over toxische chemicaliën en helpen bedrijven stappen te zetten naar een duurzame economie. De EU formuleert en implementeert klimaatbeleid en -strategieën inzake klimaatverandering, waarbij zij een vooraanstaande rol inneemt bij internationale onderhandelingen over het klimaat. De EU verbindt zich ertoe te zorgen voor de succesvolle uitvoering van het Akkoord van Parijs en de uitvoering van de EU-regeling voor de handel in emissierechten (EU-ETS). Daartoe zijn EU-landen overeengekomen om in de komende jaren aan diverse doelstellingen te voldoen. De EU streeft ernaar dat klimaataangelegenheden worden opgenomen op andere beleidsgebieden (zoals vervoer en energie) en bevordert tevens koolstofarme technologieën en aanpassingsmaatregelen. Het EU-milieubeleid is gebaseerd op de artikelen 11 en 191-193 van het Verdrag betreffende de werking van de EU.	C1
731	Komende tijd minder treinen Voorlopig rijden op enkele trajecten minder treinen. De meeste wijzigingen in de dienstregeling zullen in de tweede helft van november ingaan. We willen ervoor zorgen dat reizigers in coronatijd verantwoord en veilig met de trein kunnen blijven reizen en dat Nederland bereikbaar blijft. Daarom blijft 90% van de treinen rijden en rijdt op elk traject tenminste twee keer per uur een trein. Dat is ruim voldoende voor het aantal reizigers, dat fors is gedaald. De verwachting is dat dat voorlopig zo blijft. Plan uw reis kort voor vertrek, de reisplanner is vooralsnog één dag van tevoren bijgewerkt.	B1+
732	Werken We hebben minder vrije tijd en we werken meer. Ook vrouwen zijn meer gaan werken. We hebben het nu drukker. En we hebben minder tijd voor het gezin. Soms is dat lastig, want het werk thuis moet wel gedaan worden: schoonmaken, boodschappen doen, eten koken. En we moeten spelen met de kinderen. Onderweg Ook zijn we lang onderweg naar ons werk. Veel mensen reizen met de auto. En het is altijd druk op de weg, dus we staan soms lang in de file. Vrienden en familie Omdat we minder vrije tijd hebben, zien we onze familie en vrienden ook minder. Nu zien we onze vrienden nog maar 9 uur per week. Vroeger was dat 13 uur per week. De computer, de tv en de telefoon Voor sommige dingen hebben Nederlanders nog wel tijd. Zoals voor het avondeten om 6 uur ‘s avonds. En voor de televisie, de computer en de telefoon. We zitten nu 19 uur per week naar deze apparaten te kijken. Dat komt vooral door internet en door de sociale media, zoals Facebook.	A1+
733	Minder Nederlanders werken van 9 uur ’s ochtends tot 5 uur ‘s middags. Nu werken meer mensen ‘s avonds. Of mensen beginnen pas om 11 uur ‘s ochtends. Steeds meer mensen werken thuis. In 2017 werkten meer dan 3 miljoen mensen thuis. Thuis werken is makkelijk. Je hoeft niet in de auto naar je werk te rijden. Veel mensen hebben een computer. Met een computer kan je thuis werken. Mensen die thuis werken zijn ook minder vaak ziek dan mensen die naar hun werk reizen.	A1
734	Geachte heer, mevrouw, U heeft een aanvraag schuldenregeling ingediend. Inmiddels zijn uw inkomsten en uitgaven op orde en u heeft aangegeven welke schuldeisers er zijn. Dat betekent dat we verder kunnen met de volgende stap in uw regeling: het benaderen van uw schuldeisers. We willen komen tot een regeling van uw schulden. De regeling die we willen treffen moet voldoen aan een aantal regels die zijn vastgelegd in de Gedragscode Schuldregeling van de NVVK, de branchevereniging voor schuldhulpverlening en sociaal bankieren (www.nvvk.eu). Belangrijke regels zijn dat alle schuldeisers gelijk behandeld worden en dat er alleen een regeling tot stand kan komen als alle schuldeisers eraan meewerken. Om alle schuldeisers te laten meewerken is vooral uw eigen inzet nodig: u moet aan uw schuldeisers laten zien dat u zich maximaal inspant om uw schulden af te lossen.	B1+
735	Deze oud-turnster is het boegbeeld van het verzet tegen misbruik in het turnen Als het turnen de komende jaren ten goede verandert – als minder turnsters te maken hebben met brute coaches; als volwassen vrouwen kunnen winnen van tieners; als turnen kortom een gezonde sport wordt – dan zal dat voor een groot deel te danken zijn aan Jennifer Sey. Sey – van beroep ‘brand president’ bij Levi’s – is de eerste klokkenluidster in het turnen. In 2008 publiceerde de Amerikaanse haar memoires, Chalked Up (ondertitel: Inside Elite Gymnastics’ Merciless Coaching, Overzealous Parents, Eating Disorders, and Elusive Olympic Dreams) waarin ze gedetailleerd uiteenzet hoe bar, hard en eentonig het leven van een jonge topturnster is. Daarna produceerde ze Athlete A, de afgelopen zomer verschenen documentaire die turnsters wereldwijd aanzette tot het delen van verhalen over geestelijk, fysiek en seksueel misbruik door coaches. Coaches verloren hun baan, bestuurders stapten op, onderzoeken werden ingesteld. Wereldwijd staan oude gebruiken – zoals turnsters uitschelden voor dikke koe – ter discussie. Sey is nu een heldin in de turnwereld, velen willen met haar geassocieerd worden, er zijn roepen om haar de baas te maken van de Amerikaanse turnbond. (Dat wil ze niet worden.) Maar lange tijd was het ‘een eenzaam gevecht’, zegt ze in een recent gesprek over Zoom, vanuit haar woning in San Francisco.	B2+
736	Misconcepties Geplaatst op 01/03/2012door Bernard Misconcepties hebben in het onderwijs al jaren veel aandacht. Een duidelijke definitie van een misconcepties ontbreekt, iedereen maakt er een eigen variant op. Paulien Vegting (1988) noemt het “foute opvattingen”, Wikipedia spreekt over “folksciences”. Conceptie is het vormen van een denkbeeld, gedachte, idee, voorstelling, … en daar is dan iets mis mee. Het stuk van Paulien Vegting heeft als titel: “Zijn misconcepties “mis”-concepties?” waarin ze schrijft: nu weten we dat nogal wat begrippen voor de leerlingen andere betekenissen hebben dan voor de docenten, en dat simpel onderwijzen niet helpt om de denkbeelden van de leerlingen in die van de fysica te veranderen. Tijdens mijn bachelor opleiding kwamen misconcepties vaak langs. Met de gedachte dat als je weet waar het mis kan gaan, je als docent een misconceptie kan voorkomen. Jaren heb ik heel secuur aan de lesopzet geschaafd. Begrippen niet genoemd voor de context aanwezig is, zorgvuldig kleine stapjes genomen om vergissingen te voorkomen. En dat alles met wisselend resultaat. Bij leerlingen ontstaan gedachten op plaatsen waar ik ze in ieder geval niet verwacht had. Een doelstelling van een cursus van het Expertise centrum Kunsttechniek beschrijft (pdf) (ILO-UvA): De student begrijpt hoe veel voorkomende misconcepties kunnen ontstaan en hoe de docent de leerling kan helpen deze te voorkomen. 	B2+
737	Je bent regelmatig onderweg, wil niet overal verbinden met WiFi maar je wil wel snel toegang tot jouw systemen. Daarom maak je gebruik van mobiel internet. Het publieke IP-adres dat door je ISP wordt toegewezen, is een adres uit een groep IP-adressen. Dit toegewezen IP-adres wisselt ook nog eens van tijd tot tijd. Je kunt dus niet eenvoudig en veilig één IP-adres toestaan in de firewalls. Mobiel internet met een vast IP-adres De oplossing daarvoor is mobiel internet met een vast IP-adres; voor iedereen interessant die geen vaste verbinding heeft of afhankelijk is van een mobiele verbinding. Denk aan systeembeheerders die op afstand met een machine een connectie moeten maken via hun mobiele device. Je maakt gebruik van een private APN (Access Point Name ook wel toegangspunt genoemd) van BIT via het netwerk van Vodafone en je krijgt altijd hetzelfde IP-adres toegewezen. Een Access Point Name is de plek waar je 'naar buiten' gaat richting het publieke internet vanuit het 2G, 3G, 4G of straks 5G mobiele netwerk. Omdat je altijd een vast IP-adres hebt, kan je verkeer vanaf dat specifieke IP-adres toestaan in de firewall voor de extern te bereiken systemen, in plaats van dat je volledige IP-reeksen moet toestaan waar ook anderen gebruik van maken.	B1+
738	In oktober 2019 kwam Moeder genoeg uit. De kapstok was geschreven terwijl ik zwanger was van Bodhi. Ons derde kind, onze eerste zoon. Toen ik net voor mijn zwangerschapsverlof het manuscript had ingeleverd, zei mijn redacteur voorzichtig dat er nog best wel het een en ander aangepast moest worden en of we de verschijningsdatum niet beter konden uitstellen. Toen Bodhi eenmaal geboren was, durfde ik het document te openen en ik zag alleen maar rode teksten. Vraagtekens. Ik las het woord voor woord terug en she was right. Een boek schrijven tijdens een zwangerschap en met een zwangerschapsbrein is kort gezegd niet handig. Binnen twee weken na mijn bevalling heb ik het herschreven. Bodhi in de draagzak, mijn moeder op de achtergrond die stand-by stond om luiers te verschonen en mijn andere twee kinderen te verzorgen. We hadden schema’s. Sebastiaan, mijn partner, was alle weekenden met de kinderen en tussen het voeden door bevond ik me achter m’n laptop. Nadat het eerste hoofdstuk was ingeleverd en ik een appje kreeg van mijn redacteur met alleen maar smileys, kon ik wel janken van geluk. En dat deed ik ook. Ik had drie gezonde, prachtige kinderen. Een vangnet van heb ik jou daar en een wilskracht die ik sinds dat moment niet meer zo sterk heb gevoeld.	B1+
739	Moeten we instructievideo’s aanpassen aan video’s die gebruikers gewend zijn? Afgelopen vrijdag sprak ik over het gebruik van video’s binnen online cursussen. Mijn gesprekspartner had het verzoek gekregen om instructievideo’s binnen zijn online cursus maximaal drie minuten te laten duren. Omdat gebruikers dankzij platforms als Instagram gewend zijn aan zeer korte video’s. Ik denk daar toch echt anders over. Video’s op platforms als Instagram zijn met een ander doel gemaakt dan instructievideo’s. Deelnemers bekijken deze video’s ook met een hele andere intentie. De meest populaire vlogs op YouTube duren ook langer dan bijvoorbeeld 3 minuten. Zelfs al hebben gebruikers een voorkeur voor zeer korte video’s, dan wil dat nog niet zeggen dat je hier aan tegemoet moet komen. Voorkeur zegt namelijk niets over effectiviteit. Zie bijvoorbeeld: Actief leren leidt tot betere leerresultaten, zelfs als je denkt dat dat niet het geval is. Onderzoek laat ziet dat je bij instructievideo’s uit kunt gaan van 6 minuten als ideale lengte. Je kunt echter ook best langere video’s maken, afhankelijk van de kwaliteit. We moeten geen overtollige informatie in video’s stoppen. Focus is belangrijk. Maar we moeten ook oppassen dat we zaken niet simplificeren. Waak voor oppervlakkigheid. Een bepaalde theorie, concept of proces kun je niet in drie minuten uitleggen. We moeten ook leren gedurende langere tijd geconcentreerd met een taak bezig te zijn.	B1
740	In Empowering learners for the age of artificial intelligence beschrijven Dragan Gasevic en George Siemens dat artificiële oftewel kunstmatige intelligentie (AI) de aard van het werk sterk zal beïnvloeden. Betekent dit ook dat werknemers hierdoor moeten beschikken over andere kennis en vaardigheden? Volgens de auteurs stelt het gebruik van AI de volgende eisen aan werknemers: Zelfstandig kunnen leren en effectieve leerstrategieën toepassen, met name ook met behulp van technologie. Digitale vaardig zijn. Met name het vinden en op waarde kunnen schatten van relevante informatie. Deze vaardigheden worden pregnanter aangezien AI de opkomst van nep nieuws een impuls geeft. Je kunt video’s zodanig bewerken dat je hiermee politici andere woorden in hun mond kunt leggen. Werknemers moeten zich daarbij eveneens bewust zijn van het feit dat eerder zoekgedrag van invloed is op de resultaten van een bepaalde zoekopdracht. Zij moeten bijvoorbeeld ook de mogelijkheden en beperkingen van spraakherkenning. Werknemers moeten dus ook meer kennis hebben van de impact van AI. In staat zijn om samen te werken met anderen, en daarbij ook technologie te gebruiken. Eigenlijk zijn deze eisen bepaald niet nieuw. Wat wel nieuw is, is dat het terrein van de digitale vaardigheden uitgebreid wordt met ‘AI’.	B2+
741	"De regering van Australië heeft een vergaand wetsvoorstel ingediend om online pesten, beledigen en bedreigen door volwassenen tegen te gaan. Wie zich hieraan schuldig maakt, kan een boete tot 68.300 euro opgelegd krijgen en moet zijn slachtoffer excuses aanbieden. Toezichthouder Als het parlement ermee instemt, kan een toezichthouder voor online veiligheid bedrijven en platforms als Twitter en Facebook verplichten om grove en beledigende uitingen binnen 24 uur offline te halen. Als ze dat niet doen, riskeren ze een boete van ruim 3 ton. De toezichthouder krijgt ook de bevoegdheid om de eigenaren te ontmaskeren van anonieme accounts waarop dit soort uitingen verschijnen of van accounts die illegale content bevatten. In crisissituaties kan de toezichthouder websites blokkeren, bijvoorbeeld als er een aanslag wordt gepleegd. Als voorbeeld noemde minister Fletcher van Communicatie de aanslag in Christchurch in Nieuw-Zeeland. De dader zond beelden van de aanslag, waarbij hij 51 mensen vermoordde, rechtstreeks uit op sociale media. Vrijheid van meningsuiting ""Net zoals er offline bij een klein deel van het intermenselijk contact wel eens wat misgaat, zijn er online ook risico's"", zei Fletcher in The Canberra Times. Hij wees erop dat online pesten zulke ernstige vormen kan aannemen dat slachtoffers in het uiterste geval tot zelfdoding kunnen overgaan. Volgens Fletcher houdt de wet voldoende rekening met de vrijheid van meningsuiting."	B2
