index	original
3974	Allemaal door elkaar roepen?
3975	Je kan antwoord geven via een app. Of een wit bordje gebruiken.
3976	Sommige leraren gebruiken een draaiend rad op het digitale schoolbord.
3977	De leraar stelt een vraag.
3978	Klikt op het draaiend rad.
3979	Daar komt een naam uit.
3980	Op die manier komen ook verlegen kinderen aan de beurt.
3981	Of kinderen die langer willen nadenken over een antwoord.
3982	Daardoor zal iedereen beter opletten.
3983	Mag je je vinger nooit meer opsteken?
3984	Natuurlijk wel!
3985	Als je zelf een vraag hebt.
3986	Een veiling verkocht een blokje van Lego.
3987	Het blokje was van goud.
3988	Een verzamelaar betaalde er 18.500 euro voor.
3989	Lego maakte maar enkele gouden blokjes.
3990	Het bedrijf gaf ze als geschenk.
3991	De blokjes zijn heel zeldzaam.
3992	Daarom zijn ze veel geld waard.
3993	In Utrecht in Nederland overleed Dick Bruna.
3994	Hij was de tekenaar van Nijntje.
3995	Dick Bruna werd 89 jaar.
3996	Het konijntje is bekend in heel de wereld.
3997	Bruna maakte 120 boekjes over Nijntje.
3998	Daarvan zijn er 85 miljoen verkocht.
3999	Hij won veel prijzen voor zijn werk.
4000	Donald Trump is nu president van de Verenigde Staten (VS).
4001	Hij nam al harde beslissingen.
4002	Trump wil een muur op de grens met Mexico.
4003	En hij tekende een wet tegen abortus.
4004	In die landen wonen vooral moslims.
4005	Er kwam veel protest tegen het verbod.
4006	Een rechter schafte het verbod voorlopig af.
4007	Trump maakte zich daarom boos op die rechter.
4008	Dinsdag 12 februari is het Dikketruiendag.
4009	Smeer je kuiten in voor het klimaat!
4010	Te veel wind?
4011	Wanneer iedereen fietst, dan dalen de schadelijke stoffen en is er ook minder lawaai.
4012	Zo helpen we allemaal samen het milieu!
4013	De acht rijkste mensen in de wereld hebben samen 400 miljard euro.
4014	De armste helft van alle mensen heeft samen 385 miljard euro.
4015	Dat is bijna evenveel.
4016	Armen hebben steeds minder.
4017	Veel arme mensen krijgen lagere lonen.
4018	Die ongelijkheid zorgt mogelijk voor onrust.
4019	Op donderdag 26 januari start met de Gedichtendag ook de Poëzieweek 2017.
4020	In heel Vlaanderen en Nederland krijgen gedichten extra aandacht.
4021	Hou jij van gedichten?
4022	Dat kan op onze praatpaal .
4023	Ter gelegenheid van de gedichtendag heeft muzikant Tom Kestens het gedicht ALTIJD OVERAL op muziek gezet.
4024	Beluister het in het filmpje.
4025	De kust ontsnapte vorige week aan ‘Dieter’.
4026	Dat was een zware storm.
4027	De brandweer vulde duizenden zakjes met zand.
4028	De zandzakjes beschermden de gebouwen tegen water.
4029	Maar Dieter was toch niet zo erg.
4030	In Bredene spoelde veel zand van het strand naar de zee.
4031	De overheid onderzoekt nu de schade.
4032	Het strand herstellen kost mogelijk 15 miljoen euro.
4033	In de Ardennen lag er sneeuw.
4034	Duizenden mensen gingen skiën.
4035	De stad Ieper heeft er een monument bij.
4036	Het gaat om een grote oude kastanjeboom.
4037	Die kreeg zelfs vier stammen.
4038	Deze kastanje werd verkozen tot ‘Boom van het jaar’.
4039	Veel inwoners van Ieper begrijpen dat.
4040	De boom overleefde twee wereldoorlogen.
4041	Hij staat bij de beroemde Menenpoort.
4042	Die poort herinnert aan de doden van de Eerste Wereldoorlog.
4043	Volgens kenners kan de boom zeker nog 100 jaar ouder worden.
4044	WAI-NOT wenst al haar bezoekers prettige en gezellige feestdagen!
4045	Veel deelnemers trokken een gek pak aan.
4046	Ook op heel wat andere plaatsen sprongen mensen op 1 januari in het ijskoude water.
4047	Zou jij dat ook durven?
4048	De kookboeken van Pascale Naessens zijn een hit.
4049	Ze vertelt hoe je gezonder kan eten.
4050	Wetenschappers en dokters vinden de tips van Pascale niet goed.
4051	Zij begrijpt de kritiek niet.
4052	De Hoge Raad voor Gezondheid heeft nieuwe tips.
4053	Wat mogen we nog eten?
4054	Te veel honing of fruitsap is niet zo gezond.
4055	Te veel zout is ook niet goed.
4056	We moeten meer peulen eten.
4057	Ben je de donkere wintermaanden beu?
4058	Buitenkomen is de boodschap!
4059	In Vlaanderen en Brussel vind je overal kerstmarkten.
4060	Elk stadscentrum wordt een gezellige winterplek.
4061	Het Huis van de Kerstman vind je in Hasselt.
4062	Op ijspistes in openlucht halen schaatsers hun hartje op.
4063	Op de standjes van de kerstmarkt vind je leuke geschenken.
4064	In de winterbar kan je terecht voor een lekkere winterdrank.
4065	Natuurlijk zijn er ook kraampjes met heerlijke hapjes.
4066	In grote steden vind je zelfs een kermis.
4067	Maar ook een reuzenrad of optredens.
4068	Meer informatie vind je op uitinvlaanderen.be.
4069	Veel Belgen kopen spullen op internet.
4070	Dat is meer dan vorige zomer.
4071	De Belgische vereniging van webwinkels zegt dat.
4072	Is dat goed nieuws?
4073	Voor de webwinkels wel.
4074	Maar veel echte winkels sluiten.
4075	Mensen kopen meer op het internet.
4076	Dus ze kopen niet meer in een echte winkel.
4077	België is een bierland.
4078	Dat zegt Unesco.
4079	Unesco is een organisatie van de Verenigde Naties (VN).
4080	Ze erkent onze bieren als erfgoed.
4081	Die maken veel eigen soorten bier.
4082	Dat erfgoed is waardevol voor de wereld.
4083	Dat is goed nieuws voor ons land.
4084	De Vlaamse regering heeft een akkoord.
4085	Vanaf 2040 komt er een ‘betonstop’.
4086	Bouwen op een open ruimte mag dan niet meer.
4087	De toestand is nu al erg.
4088	Te veel beton veroorzaakt files.
4089	Er komen ook meer overstromingen.
4090	Wat mag nog wel?
4091	Dat is bouwen waar nu al een huis staat.
4092	Toch wil de overheid het anders.
4093	Meer mensen moeten in de stad gaan wonen.
4094	Sea Life is een dierenpark.
4095	Het park vangt ook zieke dieren op.
4096	Sea Life ligt in Blankenberge.
4097	Dit jaar (2016) kwamen er al 34 zeehondjes terecht.
4098	Dat is een record.
4099	De zeehondjes spoelen aan op het strand.
4100	In Sea Life kunnen ze weer op krachten komen.
4101	Daarna laat het park de zeehondjes weer vrij.
4102	Ze speelt nu een andere rol.
4103	Dat is een bekende musical.
4104	Die gaat over een meisje en een beest.
4105	Ze gaan van elkaar houden.
4106	De musical kan je zien in Gent.
4107	Zondag 20 november heeft de storm op verschillende plaatsen in ons land voor heel wat schade gezorgd.
4108	Brandweer en ambulances hadden het heel druk.
4109	Ze moesten op verschillende plaatsen helpen waar bomen waren omgewaaid.
4110	Een stelling viel om en zonnepanelen waaiden gewoon weg van een dak.
4111	Ondertussen is de storm weer over.
4112	Delphine is nu prinses van België.
4113	Ze is de dochter van koning Albert 2.
4114	Dat besliste een rechtbank.
4115	Koning Filip nodigde Delphine uit op zijn kasteel.
4116	Dat was nog nooit gebeurd.
4117	Het was een mooi gebaar van koning Filip.
4118	Koning Albert 2 aanvaardde Delphine nooit.
4119	Maar koning Filip is wel de halfbroer van Delphine.
4120	Na al die jaren is er eindelijk contact.
4121	Donald Trump heeft de Amerikaanse presidentsverkiezingen gewonnen.
4122	Hij volgt Barack Obama op.
4123	Trump zal de komende vier jaar de Verenigde Staten leiden.
4124	Het was een spannende strijd.
4125	Trump had de hele tijd voorsprong op zijn tegenstander Hillary Clinton.
4126	Toch kon Hillary nog tot op het laatste moment winnen.
4127	Donald Trump belooft dat hij een rechtvaardige president zal zijn voor alle burgers.
4128	Trump is 70 jaar.
4129	Die snelle fietsen mogen niet meer op het fietspad.
4130	Moeten ze dan op straat rijden?
4131	Dat is gevaarlijk.
4132	De overheid wil gemeenten zelf laten beslissen.
4133	Laten ze snelle fietsen toe op het fietspad?
4134	Dan moeten ze verkeersborden aanpassen.
4135	Daarvoor zijn duizenden nieuwe borden nodig.
4136	De gemeenten en de Fietsersbond vragen snel een oplossing.
4137	Het wordt winteruur.
4138	We moeten de klok een uur achteruit zetten.
4139	Dat betekent ook dat we een uur meer kunnen slapen.
4140	Niet vergeten dus om je klokken en wekkers aan te passen!
4141	Vrijdag 19 oktober is het de dag van de jeugdbeweging.
4142	Misschien ben jij ook wel bij de scouts, de chiro of een andere jeugdbeweging.
4143	Dan moet je vrijdag zeker in je uniform naar de school of het werk gaan.
4144	Heel wat steden en scholen organiseren leuke acties.
4145	We vieren duizenden jongeren die zich inzetten om meer dan 240.000 kinderen en jongeren een gevuld programma vol spel en plezier te bezorgen.
4146	In Thailand stierf koning Bhumibol.
4147	Hij werd 88 jaar.
4148	Hij was 70 jaar koning.
4149	Dat is een record.
4150	Niemand was ooit langer koning dan Bhumibol.
4151	In Thailand begint een jaar van rouw.
4152	De koning hield zijn land bij elkaar.
4153	Zijn zoon volgt hem pas volgend jaar op.
4154	Die kroonprins is niet geliefd bij de mensen.
4155	Tieners roken minder dan vroeger.
4156	Dat zegt onderzoek bij jongeren uit heel Europa.
4157	Meer dan de helft rookte nog nooit.
4158	Minder dan één op vier rookt regelmatig.
4159	Tieners drinken ook minder alcohol.
4160	Acht op de tien jongeren drinken soms alcohol.
4161	Dat is niet altijd een probleem.
4162	Wel een probleem is ‘comazuipen’.
4163	Dat is heel veel alcohol drinken op korte tijd.
4164	Veel fietsers dragen bijna nooit een fietshelm.
4165	Het gaat om fietsers tussen 16 en 20 jaar.
4166	En om fietsers ouder dan 65 jaar.
4167	Dat zegt een onderzoek van de club voor mobiliteit V.A.B.
4168	Het onderzoek heeft ook goed nieuws.
4169	De meeste kinderen jonger dan tien jaar dragen wel een fietshelm.
4170	Tieners dragen liever geen fietshelm.
4171	Ze vinden die niet tof.
4172	Ook senioren dragen meestal geen helm.
4173	Ze zijn dat niet gewoon.
4174	Toch wil V.A.B. de helm niet verplichten.
4175	Er gaat veel fout in sommige rusthuizen.
4176	Dat vertelde een verpleegster aan een krant.
4177	Daarna spraken ook bewoners met reporters.
4178	Ze moeten lang wachten op hulp.
4179	Het personeel heeft te weinig tijd.
4180	De voeding zou ook niet gezond zijn.
4181	Veel koks krijgen te weinig geld.
4182	Komt dat omdat de Vlaamse regering bespaart?
4183	Minister van Welzijn Jo Vandeurzen zegt van niet.
4184	Hij zegt dat er rusthuizen bijkomen.
4185	Een boerkini is een badpak voor moslima’s.
4186	Het bedekt het hele lichaam.
4187	Zeker 30 Franse gemeenten verboden de boerkini op het strand.
4188	Ze vinden het een teken van radicale islam.
4189	De stad Nice gaf vrouwen in boerkini zelfs al boetes.
4190	Mogen Franse gemeenten de boerkini wel verbieden?
4191	Rechters onderzoeken of dat kan volgens de Franse wet.
4192	Het antwoord is bijna zeker ́nee ́.
4193	Een school uit Aarschot schaft de speeltijd af.
4194	Buiten spelen in de namiddag kan er niet meer.
4195	De school vindt dat te veel gedoe.
4196	De speeltijd duurt 10 minuten.
4197	Maar de jassen aandoen duurt te lang.
4198	Daarom moeten de kinderen in de klas blijven.
4199	Ouders hebben kritiek.
4200	Ook kenners van onderwijs zijn tegen het plan.
4201	De speeltijd na het middageten duurt nu wel langer.
4202	Vanaf maandag 19 oktober zijn er weer strenge regels tegen corona.
4203	Die zijn echt nodig.
4204	Steeds meer mensen worden ziek.
4205	Cafés en restaurants moeten voor een maand dicht.
4206	Als je kan, moet je thuis werken .
4207	Tussen middernacht en 5 uur moet je binnen blijven .
4208	Je mag nog met één persoon nauw contact hebben.
4209	Dat is je ‘ knuffel-contact ’.
4210	De cijfers rond corona moeten snel dalen.
4211	Anders komen er grote problemen in de ziekenhuizen.
4212	Elke zieke moet hulp krijgen.
4213	De kans bestaat dat dit straks niet meer gebeurt.
4214	Bednet heeft een prijs gekregen.
4215	Bednet zorgt ervoor dat zieke kinderen de lessen kunnen volgen.
4216	Via internet kunnen ze volgen wat er in de klas gebeurt.
4217	Bednet krijgt volgend jaar meer geld.
4218	Dat is goed nieuws.
4219	Tv-kok Jeroen Meus steunt de Rode Duivels.
4220	Hij maakte een rode hotdog.
4221	Het broodje is gemaakt van rode biet.
4222	Ook de saus en de groenten zijn rood.
4223	Wil je de hotdog eten?
4224	Dan moet je wel naar Leuven.
4225	Daar is het restaurant van Jeroen.
4226	Deze neushoorns uit Zuid-Afrika worden wel op een heel speciale manier vervoerd!
4227	Met een helikopter worden ze naar een veiliger gebied gebracht.
4228	Sommige mensen willen de neushoorns doden voor hun hoorn.
4229	Gelukkig wil het WWF de neushoorn beschermen!
4230	Het WWF is een organisatie die de natuur in de wereld wil behouden.
4231	Op 21 maart 2013 is het wereld downsyndroom dag.
4232	Er is die dag een actie waarbij je gekleurde en verschillende sokken moest dragen.
4233	Zo maak je er een vrolijke dag van.
4234	Je laat ook zien dat down mensen een beetje anders maakt.
4235	Maar toch zijn ze hetzelfde als wij!
4236	VZW Rozemarijn in Haacht deed mee met deze actie.
4237	Ze trokken er verschillende sokken aan.
4238	In het media atelier maakten ze foto's en schreven ze er een tekstje bij.
4239	Ze vonden dit erg leuk en wilden dit graag met iedereen op WAI-NOT delen!
4240	Deed jij ook mee?
4241	De Costa Concordia staat weer recht.
4242	Dat schip zonk in 2012 voor een eiland in Italië.
4243	De kapitein stuurde de boot tegen rotsen voor de kust.
4244	Bij de ramp vielen 32 doden.
4245	Het schip weghalen, kost 600 miljoen euro.
4246	De Belgische poolreizigers Dixie Dansercoer en Sam Deltour komen vroeger terug naar huis dan verwacht.
4247	De twee maakten een lange tocht op de Zuidpool.
4248	In 74 dagen legden ze meer dan 5000 kilometer af.
4249	Maar net als bij ons wordt het op de Zuidpool nu ook winter en dat maakt de tocht te moeilijk voor de poolreizigers.
4250	Hoewel ze hun expeditie nu al stopzetten, hebben ze toch een nieuw wereldrecord behaald.
4251	Club Brugge won de finale van de Beker van België. Club versloeg zondag Anderlecht met 2-1.
4252	Het slot van de wedstrijd was een spektakel.
4253	De Sutter scoorde al vroeg voor Club.
4254	Eén minuut voor tijd werd het 1-1.
4255	In de extra tijd maakte Club een tweede doelpunt.
4256	De vreugde was erg groot bij de fans.
4257	Ook in de stad Brugge was het feest.
4258	Club won na acht jaar weer de beker.
4259	Eindelijk weer een prijs!
4260	AA Gent is kampioen van België.
4261	Dat gebeurde voor het eerst in 115 jaar.
4262	De hele stad vierde feest.
4263	AA Gent verdient het om kampioen te zijn.
4264	De ploeg speelde goed voetbal dit seizoen.
4265	De toekomst is mooi voor AA Gent.
4266	De ploeg heeft net een nieuw stadion.
4267	Meer dan 100.000 mensen vierden feest.
4268	Volgend seizoen speelt Gent misschien tegen Barcelona in Spanje!
4269	Kan of wil een moeder niet voor haar baby zorgen?
4270	Dan kan ze die in Antwerpen in een schuif leggen.
4271	Dat is de ‘vondelingen-schuif’.
4272	De baby gaat dan naar een gezin.
4273	In 2015 werd de negende baby in de schuif gelegd.
4274	Dat nieuws raakte vorige week bekend.
4275	De schuif opende in het jaar 2000.
4276	De baby was nog geen dag oud.
4277	Hij kreeg de naam Maarten.
4278	Maarten is nu een gezonde baby.
4279	De Zoo van Antwerpen heeft een nieuwe gast.
4280	Matadi is een gorilla.
4281	Daarom had de Zoo een nieuwe gorilla nodig.
4282	Matadi leert nu de vier gorilla-vrouwen kennen.
4283	De Zoo hoopt dat het Mambele wordt.
4284	Regi kreeg slecht nieuws.
4285	Zijn hit ‘Kom wat dichterbij’ staat niet meer op 1 in de Ultratop 50.
4286	Nog nooit stond een liedje zo lang op de eerste plaats.
4287	Fans luisterden er al 7,6 miljoen keer naar op Spotify.
4288	En het was de Zomerhit van Radio 2.
4289	De nieuwe nummer 1 is nu ‘Vergeet de tijd’.
4290	Een panda uit het park Pairi Daiza is bevrucht.
4291	Dat is groot nieuws.
4292	Raakt de panda ook zwanger?
4293	Dat weten we nog niet.
4294	De zoo liet de twee panda’s paren.
4295	Maar het mannetje was te hevig.
4296	Het vrouwtje raakte niet bevrucht.
4297	Dan moest het met een buisje gebeuren.
4298	Een man uit China weet daar alles van.
4299	Pairi Daiza liet de man komen.
4300	Nu moet de natuur de rest doen.
4301	Was 2015 een goed jaar voor het klimaat?
4302	De vervuiling ging door.
4303	Maar er is hoop.
4304	De hoop komt uit Parijs.
4305	Daar kwamen alle landen van de Verenigde Naties (VN) samen.
4306	Ze sloten er een akkoord over het klimaat.
4307	De temperatuur mag niet meer dan 1,5 graden stijgen.
4308	Daarvoor zullen de landen hard moeten werken.
4309	De landen willen ook een wereld zonder fossiele brandstoffen.
4310	Iedereen moet minder olie, gas en steenkool gebruiken.
4311	Vanaf 2016 moet elk land het akkoord uitvoeren.
4312	Adil El Arbi maakt films.
4313	In 2014 won hij de tv-quiz ‘De slimste mens ter wereld’.
4314	In 2015 maakte Adil de film ‘Black’.
4315	Hij maakte de film samen met zijn vriend Bilall Fallah.
4316	Black speelt zich af in Brussel.
4317	Een meisje en een jongen worden verliefd op elkaar.
4318	Maar ze zijn lid van verschillende bendes.
4319	Daar komen problemen van.
4320	Black kwam in het najaar in de filmzaal.
4321	Er zit veel geweld in de film.
